,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num
0,승우아빠 - YouTube,구독자 44.2만명,미슐랭 고소사건 정리 / 오뚜기는 어떻게 농심을 이겼을까? / 2차 만두 전쟁 이야기,2019. 12. 8.,"176,367회",3.5천개,113개
0,승우아빠 - YouTube,구독자 44.2만명,와플기계로 어묵 핫바 만들기,2019. 12. 6.,"291,497회",3.6천개,92개
0,승우아빠 - YouTube,구독자 44.2만명,지옥에서 온 맷돌과 어처구니가 없는 나,2019. 12. 4.,"239,174회",4천개,63개
0,승우아빠 - YouTube,구독자 44.2만명,이 사람들은 하루종일 무슨일을 하는걸까,2019. 12. 2.,"203,776회",2.9천개,59개
0,승우아빠 - YouTube,구독자 44.2만명,배달음식은 언제쯤 마음편히 먹을 수 있을까,2019. 12. 1.,"81,451회",1.6천개,31개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 김치 요리 레시피 9가지,2019. 11. 29.,"283,778회",4.5천개,98개
0,승우아빠 - YouTube,구독자 44.2만명,승우아빠 스테이크영상 저격합니다,2019. 11. 27.,"257,292회",4.6천개,104개
0,승우아빠 - YouTube,구독자 44.2만명,직업이 뭐냐고 세번째 물어봅니다,2019. 11. 26.,"193,265회",4.7천개,49개
0,승우아빠 - YouTube,구독자 44.2만명,수비드 초보를 위한 설명서 / 여러가지 스테이크 수비드로 구워보기,2019. 11. 25.,"102,240회",1.9천개,28개
0,승우아빠 - YouTube,구독자 44.2만명,누가 제일 잘 나갈까?,2019. 11. 24.,"88,096회",1.8천개,32개
0,승우아빠 - YouTube,구독자 44.2만명,흑당/마라/곱창/삼겹살/치즈불닭 호빵,2019. 11. 22.,"105,048회",1.7천개,23개
0,승우아빠 - YouTube,구독자 44.2만명,가성비 좋은 돼지고기 뒷고기요리 5가지,2019. 11. 20.,"152,829회",2.4천개,36개
0,승우아빠 - YouTube,구독자 44.2만명,나라별 인기 피자들과 가짜치즈 이야기,2019. 11. 19.,"175,329회",2.4천개,70개
0,승우아빠 - YouTube,구독자 44.2만명,이제 라면을 먹을때도 광고를 봐야한다구요?,2019. 11. 18.,"102,059회",1.6천개,49개
0,승우아빠 - YouTube,구독자 44.2만명,세계 최고 레스토랑 평가기관 미슐랭 가이드의 별 장사 의혹 정리,2019. 11. 17.,"107,263회",1.9천개,42개
0,승우아빠 - YouTube,구독자 44.2만명,구독자들이 자꾸 제 채널을 저격합니다,2019. 11. 15.,"153,377회",2.5천개,53개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 새우요리 11가지,최초 공개: 2019. 11. 15.,"277,317회",4천개,54개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 족발 보쌈 레시피,2019. 11. 13.,"276,913회",3.9천개,92개
0,승우아빠 - YouTube,구독자 44.2만명,수능 대박을 위한 엿 만들기,2019. 11. 11.,"123,977회",2.6천개,29개
0,승우아빠 - YouTube,구독자 44.2만명,콩맛나는 계란과 가짜고기의 미래,2019. 11. 10.,"68,082회",1.2천개,18개
0,승우아빠 - YouTube,구독자 44.2만명,수타짜장면에 도전해 보았습니다,2019. 11. 8.,"237,437회",3.5천개,75개
0,승우아빠 - YouTube,구독자 44.2만명,냉장고에 보관하면 더 빨리 상하는 음식들이 있다?,2019. 11. 6.,"116,480회",2.2천개,32개
0,승우아빠 - YouTube,구독자 44.2만명,세계 13대 샌드위치는 왜 이모양일까?,2019. 11. 4.,"178,754회",2.4천개,72개
0,승우아빠 - YouTube,구독자 44.2만명,아이스크림 꼰머가 이야기하는 상추맛우유의 진실,2019. 11. 3.,"87,492회",1.6천개,24개
0,승우아빠 - YouTube,구독자 44.2만명,세상 모든 붕어빵 유형 31가지,최초 공개: 2019. 11. 1.,"354,161회",7.1천개,128개
0,승우아빠 - YouTube,구독자 44.2만명,수제 소세지요리 4가지,2019. 10. 30.,"122,394회",1.5천개,43개
0,승우아빠 - YouTube,구독자 44.2만명,한국인은 누구보다 향신료를 사랑하면서 왜 싫어한다고 말할까?,2019. 10. 28.,"164,255회",2.8천개,65개
0,승우아빠 - YouTube,구독자 44.2만명,선을 넘는 신제품들이 계속 출시되는 이유와 가성비 전쟁의 서막,2019. 10. 27.,"126,883회",2.1천개,39개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 국수 레시피 10가지,2019. 10. 25.,"449,392회",5.9천개,181개
0,승우아빠 - YouTube,구독자 44.2만명,대패 삼겹살을 더 맛있게 먹는 5가지 방법,2019. 10. 23.,"340,126회",5천개,108개
0,승우아빠 - YouTube,구독자 44.2만명,시나몬 향은 고급스러운데 계피향은 아저씨 같아요,2019. 10. 21.,"238,634회",3.8천개,66개
0,승우아빠 - YouTube,구독자 44.2만명,내 음식을 멋대로 훔쳐먹는 배달부들의 충격적인 행태,2019. 10. 20.,"220,397회",2.6천개,88개
0,승우아빠 - YouTube,구독자 44.2만명,분말 짜장으로 만드는 짜장요리 5가지,2019. 10. 18.,"173,853회",2.2천개,50개
0,승우아빠 - YouTube,구독자 44.2만명,세상 거대한 미트볼 요리 6가지,2019. 10. 16.,"250,198회",2.8천개,59개
0,승우아빠 - YouTube,구독자 44.2만명,맥도날드 빅맥을 집에서 만들어서 비교해 보았다,최초 공개: 2019. 10. 14.,"204,955회",4.3천개,70개
0,승우아빠 - YouTube,구독자 44.2만명,박카스와 핫식스를 10위권 밖으로 만드는 고카페인 음료 랭킹 20위를 알아보자,2019. 10. 13.,"222,297회",2.8천개,82개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 에어프라이요리 10가지,2019. 10. 11.,"362,921회",5.1천개,121개
0,승우아빠 - YouTube,구독자 44.2만명,제육볶음을 쌈싸먹는 색다른 방법,2019. 10. 9.,"336,539회",2.9천개,74개
