,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num,youtuber_id,clean_name
814,만개의레시피 10K Recipe ,356000000,Sub CC) 큐브스테이크  : cube steak : 홈파티에 빠져서는 안되는 소고기메뉴~!  ★ [만개의레시피],2019-12-19,4488,7800,1,3,큐브 스테이크 cube steak 홈파티 빠지다 서다 안되다 소고기 메뉴
815,만개의레시피 10K Recipe ,356000000,겨울철 이색별미 굴 연두 파스타★ [만개의레시피],2019-12-18,2209,3900,1,3,겨울철 이색 별미 굴 연두 파스타
816,만개의레시피 10K Recipe ,356000000,금요일 같은 목요일에 필요한 아이스아메리카노꿀조합 ♥ 당충전 레시피  [만개의레시피,2019-12-18,4944,12100,0,3,금요일 같다 목요일 필요하다 아이스 아메리카노 꿀 조합 당 충전
817,만개의레시피 10K Recipe ,356000000,Sub CC) 스노우맨레드벨벳컵케이크 l 포슬포슬 눈 내린 레드벨벳컵케이크 : Red Velvet Cupcakes ★ [만개의레시피],2019-12-18,1441,2200,2,3,스노우맨 레드 벨벳 컵케이크 포슬포슬 눈 내 리다 레드 벨벳 컵케이크 Red Velvet Cupcakes
818,만개의레시피 10K Recipe ,356000000,어디서 미쿡 냄새 안나?????미국요리 ! 맥앤치즈만 있는 것이 아니야~고칼로리는 덤 ★  [만개의레시피],2019-12-18,4593,7800,0,3,어디서 밉다 쿡 냄새 안나 미국요리 맥앤치즈 있다 것 아니다 고칼로리 덤
819,만개의레시피 10K Recipe ,356000000,"마늘의 풍미를 담은 볶음밥, 마늘 볶음밥 [만개의레시피]",2019-12-17,7620,16300,1,3,마늘 풍 밉다 담다 볶음밥 마늘 볶음밥
820,만개의레시피 10K Recipe ,356000000,Sub CC) 삼겹살매콤소스무침 l pork belly with spicy sauce : 삼겹살을 차갑게 먹는 방법 ???!!!!  [만개의레시피],2019-12-17,2419,5800,0,3,삼겹살 매콤 소 스무 침 pork belly spicy sauce 삼겹살 차갑다 먹다 방법
821,만개의레시피 10K Recipe ,356000000,늘 마셔왔던 커피의 다양한 이름들 ★ [만개의레시피],2019-12-17,1432,4800,1,3,늘 말다 오다 커피 다양하다 이름 들다
822,만개의레시피 10K Recipe ,356000000,Sub CC) 배꿀찜 l 목 건강 생각해서 챙겨 먹게 되는 요리 : steamed korean pear honey  ★ [만개의레시피],2019-12-17,2457,4900,1,3,배꿀찜 목 건강 생각 챙기다 먹다 되다 요리 steamed korean pear honey
823,만개의레시피 10K Recipe ,356000000,Sub CC) aHHHH 겨울왕국이 떠오르는 귀염뽀짝 캐릭터간식 ♥ 올라프스틱 & 루돌프 스틱 : Olaf Stick & Rudolph Stick ♥  [만개의레시피],2019-12-16,2975,5800,0,3,겨울왕국 떠오르다 귀염 뽀짝 캐릭터 간식 올라프 스틱 루돌프 스틱 Olaf Stick Rudolph Stick
824,만개의레시피 10K Recipe ,356000000,"Sub CC) 닭가슴살로 이탈리아 냄새가 물씬!!! 간단 치킨인볼티니 : Chicken involtini , Chicken Cheese Roll ★ [만개의레시피]",2019-12-16,3305,8000,1,3,닭 가슴 살로 이탈리아 냄새 물씬 간단 치킨 인 볼 티니 Chicken involtini Chicken Cheese Roll
825,만개의레시피 10K Recipe ,356000000,[용PD브이로그] 촬영제작과정 ♥ 만레스튜디오 대공개~!  워킹맘의 하루 # 1 [만개의레시피],2019-12-16,2241,3200,0,3,용 PD 브이 로그 촬영 제작 과정 레 스튜디오 대다 공개 워킹맘 하루
826,만개의레시피 10K Recipe ,356000000,오늘은 스페인 감성에 빠져볼까? 마늘 듬뿍 감바스 [만개의레시피],2019-12-15,3479,5600,2,3,오늘 스페인 감성 빠지다 보다 마늘 듬뿍 감 바스
827,만개의레시피 10K Recipe ,356000000,Sub CC) 편의점의 재료로 만들어보는 크리스마스 통나무케이크 ★ 부쉬드노엘 : Buche de Noel  [만개의레시피],2019-12-15,3655,6700,1,3,편의점 재료 만들다 보다 크리스마스 통나무 케이크 부쉬 드노 엘 Buche de Noel
828,만개의레시피 10K Recipe ,356000000,북어구이 l 한식자격증 실기 l 시험시간 20분 [만개의레시피],2019-12-15,1287,1900,0,3,북어 구이 한식 자격증 실기 시험 시간 분
829,만개의레시피 10K Recipe ,356000000,미역국 말고 생일에 먹고 싶었던 레시피는 눈으로 ~! 생일상 레시피 ★ [만개의레시피],2019-12-15,19901,39100,6,3,미역국 말고 생일 먹다 싶다 눈 생일상
830,만개의레시피 10K Recipe ,356000000,"Sub CC) 연말에 필요한 오븐 레시피 ! 서양식 와인찜닭 꼬꼬뱅 , Coq au vin , Chicken Wine Stew ★ [만개의레시피]",2019-12-15,2292,4300,0,3,연말 필요하다 오븐 서다 양식 와인 찜닭 꼬꼬 뱅 Coq au vin Chicken Wine Stew
831,만개의레시피 10K Recipe ,356000000,과자를 에어프라이어에 돌렸더니 캐꿀맛 ! 홈런볼 강추★ [만개의레시피],2019-12-14,9959,18400,10,3,과자 에어 프라이어 돌리다 캐꿀맛 홈런 볼 강추
832,만개의레시피 10K Recipe ,356000000,Sub CC) 먹방 유튜버들을 위한 호로로롤 연어국수와 연어소스 4가지 l Salmon noodles & Salmon sause ★ [만개의레시피],2019-12-14,13044,20300,3,3,먹방 유튜 버들 위 호로로 롤 연어 국수 연어 소스 가지 Salmon noodles Salmon sause
833,만개의레시피 10K Recipe ,356000000,오늘을 기다렸어요... 치팅데이를 위한 레시피 ★ [만개의레시피],2019-12-14,7304,13800,1,3,오늘 기다리다 치팅데 이르다 위
834,만개의레시피 10K Recipe ,356000000,Sub CC) 과카몰리트리칩 l 과카몰리와 또띠아칩을 한번에 먹을 수 있는법 l guacamole Tree Chip ★ [만개의레시피],2019-12-13,1896,2900,0,3,과카 몰리 트리 칩 과카 몰리 또띠아 칩 한번 먹다 수 있다 법 guacamole Tree Chip
835,만개의레시피 10K Recipe ,356000000,만개회원들이 선정한  BEST 레시피 영상 !  만레's JMTGR 차트쇼 ! [만개의레시피],2019-12-13,2538,2300,0,3,개회 원 들이다 선정 BEST 영상 JMTGR 차트 쇼
836,만개의레시피 10K Recipe ,356000000,받는 사람 심쿵 ♥ 만들면서 심쿵 하게 하는 선물용 수제 베이킹 레시피 ★ [만개의레시피],2019-12-13,7515,14300,1,3,받다 사람 심쿵 만들다 심쿵 선물 용 수제 베이 킹
837,만개의레시피 10K Recipe ,356000000,아직도 치즈볼 시켜먹니? 쫀득쫀득치즈볼 [만개의레시피],2019-12-12,21780,25200,3,3,아직도 치즈볼 시키다 먹다 쫀득쫀 득 치즈볼
838,만개의레시피 10K Recipe ,356000000,Sub CC) 두반장새우볶음 l 중국식새우볶음이 필요할 땐~!  매콤함은 뽀너스 l Stir-fried Spicy Shrimp ★ [만개의레시피],2019-12-12,1757,3900,0,3,두 반장 새우 볶음 중국 식 새우 볶음 필요하다 땐 매콤 함 뽀너스 Stirfried Spicy Shrimp
839,만개의레시피 10K Recipe ,356000000,"Sub CC) 퐁신퐁신한 제누와즈 만들기 : 케이크시트 실패없이 만드는 법 l Sponge cake sheet,  Genoise [만개의레시피]",2019-12-12,144335,38900,12,3,퐁신퐁신 제 누 즈 케이크 시트 실패 없이 만들다 법 Sponge cake sheet Genoise
840,만개의레시피 10K Recipe ,356000000,"사과의 달콤함이 살아있는 간식, 사과떡볶이 [만개의레시피]",2019-12-11,2538,5700,0,3,사과 달콤하다 살다 간식 사과 떡볶이
841,만개의레시피 10K Recipe ,356000000,Sub CC) 한식풍으로 볶아낸 고구마줄기 파스타 :  Pasta with stem of sweet potato★ [만개의레시피],2019-12-11,1240,1300,0,3,한식 풍 볶다 내다 고구마줄기 파스타 Pasta stem of sweet potato
842,만개의레시피 10K Recipe ,356000000,영화관도 식후경! 이젠 집에서 즐기쟈 !! 집에서 영화볼때 먹기 좋은 레시피 ♥♥♥ [만개의레시피],2019-12-11,10378,20100,5,3,영화관 식 후경 젠 집 즐기쟈 집 영화 볼때 먹기 좋다
843,만개의레시피 10K Recipe ,356000000,Sub CC)  전참시 tv요리 이영자 레시피가 찐! 짜글이장 : Jaguljang ★ [만개의레시피],2019-12-11,3530,6300,2,3,전 차다 tv 요리 이영자 찌 짜다 글 이장 Jaguljang
844,만개의레시피 10K Recipe ,356000000,"고소한 설기떡에 사과가 콕콕, 사과설기 [만개의레시피]",2019-12-10,1868,3800,2,3,고소하다 설기 떡 사과 콕콕 사과 설기
845,만개의레시피 10K Recipe ,356000000,만요교) 매콤한 제육볶음을 맛있게 하는 꿀팁~! 콩나물불고기는 보너스 ★ [만개의레시피],2019-12-10,3679,6800,3,3,만요 교 매콤 제 육 볶음 꿀팁 콩나물 불고기 보너스
846,만개의레시피 10K Recipe ,356000000,오늘은 대표반찬 불고기로~ 매콤불고기와 어울리는 오늘의식단 [만개의레시피],2019-12-10,3002,5000,2,3,오늘 대표 반찬 불고기 매콤 불고기 어울리다 오늘 식단
847,만개의레시피 10K Recipe ,356000000,이유식 도중 유아알레르기 반응 대처법 ★  찹쌀미음의 모든 것 [만개의레시피],2019-12-10,964,1700,0,3,이유식 도중 유아 알레르기 반응 대처 법 찹쌀 미음 모든 것
848,만개의레시피 10K Recipe ,356000000,"달콤한 사과와 바삭한 파이의 환상 궁합, 사과 파이 [만개의레시피]",2019-12-09,2867,4800,1,3,달콤하다 사과 바삭 파이 환상 궁합 사과 파이
849,만개의레시피 10K Recipe ,356000000,Eng Sub) 우렁강된장 l 우리집에 우렁각시 온 줄 @_@ : Soybean Paste Sauce (doenjang)  [만개의레시피],2019-12-09,2800,6100,0,3,우렁 강된장 우리 집 우렁 각시 온 줄 Soybean Paste Sauce doenjang
850,만개의레시피 10K Recipe ,356000000,어렸을 때 먹었던 학교앞 컵 떡볶이가 생각나윱~! 학창시절 분식 레시피 ★ [만개의레시피],2019-12-09,7915,22300,3,3,어리다 때 먹다 학교 앞 컵 떡볶이 생각나다 윱 학창시절 분식
851,만개의레시피 10K Recipe ,356000000,Eng Sub) 오늘 메인은 카레찜닭!!!! 카레를 넣어 잡내를 쏘옥 제거!!! : curry and steamed chicken  [만개의레시피],2019-12-09,2918,9400,0,3,오늘 메인 카레 찜닭 카레 넣다 잡다 쏘다 옥 제거 curry and steamed chicken
852,만개의레시피 10K Recipe ,356000000,Eng Sub)후렌치초코 l 에어프라이어와 만두피가 낳은 달달한 디저트 : Hurench Choco Pie ★ [만개의레시피],2019-12-08,2364,4600,0,3,후렌치 초코 에어 프라이어 두피 낳다 달달 디저트 Hurench Choco Pie
853,만개의레시피 10K Recipe ,356000000,두부젓국찌개 l 한식자격증 실기 l 시험시간 20분 [만개의레시피],2019-12-08,1440,2400,0,3,두부 젓국 찌개 한식 자격증 실기 시험 시간 분
854,만개의레시피 10K Recipe ,356000000,이왕 먹는거 이젠 영양 듬뿍 담아서 먹어주세요~! 영양간식 &수제간식 레시피 ★ [만개의레시피],2019-12-08,6026,9900,1,3,이왕 먹다 젠 영양 듬뿍 담다 먹어주다 영양 간식 수제 간식
855,만개의레시피 10K Recipe ,356000000,"Eng Sub) 병아리콩토마토스프 l 병아리콩으로 만든 건강미 뽐내는 토마토스프 : Chickpea Tomato soup★ [만개의레시피]",2019-12-08,3645,9400,0,3,병아리 콩 토마토 스프 병아리 콩 만들다 건강미 뽐내다 토마토 스프 Chickpea Tomato soup
856,만개의레시피 10K Recipe ,356000000,Eng Sub) 낙지쪽파강회 l 통통한 낙지와쪽파 돌돌돌@@@ : small octopus chives ganghoe [만개의레시피],2019-12-07,2308,4900,0,3,낙지 쪽파 강회 통통하다 낙지 쪽파 돌돌 돌 small octopus chives ganghoe
857,만개의레시피 10K Recipe ,356000000,"Sub CC) 깔끔한 생크림케이크 만들기 : 케이크 아이싱 하는법 : Fresh Cream Cake l cake icing  [만개의레시피]",2019-12-06,18635,12800,1,3,깔끔하다 생크림 케이크 케이크 아이싱 법 Fresh Cream Cake cake icing
858,만개의레시피 10K Recipe ,356000000,Eng Sub) 편의점 1대 출시품 대만스타일 이경규의 마장면~! [만개의레시피],2019-12-06,3546,4200,1,3,편의점 대다 출시 품 대만 스타일 이경규 마장면
859,만개의레시피 10K Recipe ,356000000,감자크로켓이 아니여도 괜찮아 !! 튀김간식이라면!! 이색 크로켓 레시피★[만개의레시피],2019-12-06,3703,7500,1,3,감자 크로켓 아니다 괜찮다 튀김 간식 라면 이색 크로켓
860,만개의레시피 10K Recipe ,356000000,Eng Sub) Ji Pie : 대만에서 먹었던 지파이 따라하기 !!! 역시 뭐든 튀겨야함!! [만개의레시피],2019-12-06,3233,5000,0,3,Ji Pie 대만 먹다 지다 파이 따르다 역시 뭐 들다 튀기다 야하다
861,만개의레시피 10K Recipe ,356000000,"Eng Sub) 라즈베리레몬컵케이크 ★ 연말선물용으로 좋은 컵케이크!!! : Raspberry Cream & Lemon Cupcakes [만개의레시피]",2019-12-05,2450,4700,0,3,라즈베리 레몬 컵케이크 연말 선물 용 좋다 컵케이크 Raspberry Cream Lemon Cupcakes
862,만개의레시피 10K Recipe ,356000000,더울땐  뜨거운 음식을.... 추울땐 더 차가운 음식을.... 이한치한 레시피 ★ [만개의레시피],2019-12-05,2273,4500,0,3,덥다 땐 뜨겁다 음식 추다 땐 더 차갑다 음식 치한
863,만개의레시피 10K Recipe ,356000000,Eng Sub) Crab meat cheese rice porridge l 고소함은 2배 쉽고 간단하게 만들어 먹는 게살치즈죽 ★ [만개의레시피],2019-12-05,2892,6700,1,3,Crab meat cheese rice porridge 고소하다 배 쉬 간단하다 만들다 먹다 게살 치즈 죽
864,만개의레시피 10K Recipe ,356000000,Eng Sub) Ttukbaegi Pasta l 뚝배기파스타  l 원팬 파스타!! 놉~! 꾸덕꾸덕 고추장들어간 파스타 만들기★[만개의레시피],2019-12-04,5279,10300,2,3,Ttukbaegi Pasta 뚝배기 파스타 원 팬 파스타 놉 꾸덕꾸덕 고추장 들어가다 파스타
865,만개의레시피 10K Recipe ,356000000,맛있는녀석들 편의점편~! 총집합체 ~! 편의점레시피 [만개의레시피],2019-12-04,5000,11000,0,3,녀석 들다 편의점 편 총 집합 체 편의점
866,만개의레시피 10K Recipe ,356000000,Eng Sub) Pork Rice Bowl l 돼지고기덮밥 l  태국식 시금치덮밥★ [만개의레시피],2019-12-04,3877,9200,1,3,Pork Rice Bowl 돼지고기 덮다 밥 태국 식 시금치 덮다 밥
867,만개의레시피 10K Recipe ,356000000,Eng Sub) Pizza Bread l 모닝빵 속에 비엔나소세지를 콕콕!!!! 앙증 맞은 피자맛 모닝빵 ★ [만개의레시피],2019-12-03,4512,10000,0,3,Pizza Bread 모닝 빵 속 비엔나 소세지 콕콕 앙증 맞다 피자 맛 모닝 빵
868,만개의레시피 10K Recipe ,356000000,은갈치찌개와 닭맥적구이의 한상~!! 오늘의식단 ★ [만개의레시피],2019-12-03,2214,4000,0,3,갈치 찌개 닭 맥적 구 이의 상 오늘 식단
869,만개의레시피 10K Recipe ,356000000,알레르기 걱정없이 이유식을 시작하는 방법 !! 쌀미음의 모든 것 ! [만개의레시피],2019-12-03,1045,1600,2,3,알레르기 걱정 없이 이유식 시작 방법 쌀 미음 모든 것
870,만개의레시피 10K Recipe ,356000000,Eng Sub) Ricotta Cheese Lasagna l 리코타치즈라자냐 ★  리코타치즈필링으로 채운 라자냐면!!!  ★ [만개의레시피],2019-12-02,3283,4700,0,3,Ricotta Cheese Lasagna 리코 타 치즈 라자냐 리코 타 치즈 필링 채운 라자냐 면
871,만개의레시피 10K Recipe ,356000000,김장김치가 오늘은 익었을꺼야~! 김장김치의 조합을 찾아서. 서서서서 ★ [만개의레시피],2019-12-02,2602,4000,4,3,김장 김치 오늘 익다 김장 김치 조합 찾다 서다 서서 서다
872,만개의레시피 10K Recipe ,356000000,Eng Sub) Spicy Pepper Shrimp salad l 샐러드도 이젠 매콤하게 !! 매콤페퍼새우 ★ [만개의레시피],2019-12-02,1624,2200,0,3,Spicy Pepper Shrimp salad 샐러드 젠 매콤 매콤 페퍼 새우
873,만개의레시피 10K Recipe ,356000000,요알못의 요리정복기) 용피디! 단호박우유스프 도전!,2019-12-01,1842,4100,2,3,요 알다 요리 정복기 용 피디 단호박 우유 스프 도전
874,만개의레시피 10K Recipe ,356000000,Eng Sub) 북어찜 l 한식자격증 실기 l 시험시간 25분 [만개의레시피],2019-12-01,1233,1500,1,3,북어 찜 한식 자격증 실기 시험 시간 분
875,만개의레시피 10K Recipe ,356000000,매운라면으로 간단하게 스트레스해소 할 땐?? 오늘의식단 [만개의레시피],2019-12-01,4119,6100,3,3,매다 라면 간단하다 스트레스 해소 땐 오늘 식단
876,만개의레시피 10K Recipe ,356000000,Eng Sub) Chicken udong l 우동이닭 ★  치킨마요덮밥의 우동편! 단짠의 끝 ! 편의점꿀조합 레시피 ★ [만개의레시피],2019-12-01,3490,7500,3,3,Chicken udong 우동 닭 치킨 마 요 덮다 밥 우동 편 단 짜다 끝 편의점 꿀 조합
877,만개의레시피 10K Recipe ,356000000,Eng Sub) Mushroom Bulgogi-jeongol l 전골이 필요한 계절~! 뜨끈한 국물 불고기버섯전골 어때요???? [만개의레시피],2019-11-30,5027,12300,0,3,Mushroom Bulgogijeongol 전골 필요하다 계절 뜨끈하다 국물 불고기 버섯 전골 어떻다
878,만개의레시피 10K Recipe ,356000000,추워지는 날씨에 아프기전에 기력을 뿜뿜하게 할 기력보충 레시피 [만개의레시피],2019-11-30,8069,8500,1,3,추워지다 날씨 아프다 기전 기력 뿜뿜하 게 기력 보충
879,만개의레시피 10K Recipe ,356000000,Eng Sub) Dried sweet potato & sweet potato chip l 식품건조기로 만드는 고구마말랭이 & 고구마칩 ★ [만개의레시피],2019-11-30,1773,2100,2,3,Dried sweet potato sweet potato chip 식품 건조기 만들다 고구마 말랭이 고구마 칩
880,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 장려상★ 정종은 님의 풋고추 치킨 데리야끼,2019-11-29,1141,1300,0,3,풋 고추 공모전 장려상 정종은 님 풋 고추 치킨 데리야끼
881,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 장려상★ 이한슬 님의 풋고추다대기,2019-11-29,1376,2300,3,3,풋 고추 공모전 장려상 슬 님 풋 고추 다대기
882,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 우수상★ 문혜자 님의 풋고추 치즈핫도그,2019-11-29,1003,1000,1,3,풋 고추 공모전 우수상 문 혜자 님 풋 고추 치즈 핫도그
883,만개의레시피 10K Recipe ,356000000,기름진 안주에는 역시 맥주~!!!! 시원하게 캬~~~~~'s 맥주안주 레시피 [만개의레시피],2019-11-29,15390,30300,2,3,기르다 안주 에는 역시 맥주 시원하다 캬 맥주 안주
884,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 최우수상★ 이미랑 님의 풋고추 치킨팝콘,2019-11-29,1216,1400,0,3,풋 고추 공모전 최우수상 이미 님 풋 고추 치킨 팝콘
885,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 우수상★ 이우림 님의 풋고추다짐장,2019-11-29,669,1500,0,3,풋 고추 공모전 우수상 우림 님 풋 고추 다짐 장
886,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 12월] 이번엔 프렌치 스타일로 먹어볼까? 양배추 굴샐러드,2019-11-28,1115,2000,0,3,해양수산부 달 수산물 월 이번 엔 프렌치 스타일 먹다 보다 양배추 굴 샐러드
887,만개의레시피 10K Recipe ,356000000,Eng Sub) korean kimchi l 김장김치의 꽃!!! 배추김치의 모든 것 !! 배추절이기 까지  ★ [만개의레시피],2019-11-28,3934,4600,1,3,korean kimchi 김장 김치 꽃 배추김치 모든 것 배추 절 이기 까지
888,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 12월] 방어가 지금 체철이라며? 중국식 땅콩소스 방어스테이크,2019-11-28,835,1400,0,3,해양수산부 달 수산물 월 방어 지금 체철 이르다 며 중국 식 땅콩 소스 방어 스테이크
889,만개의레시피 10K Recipe ,356000000,그때 그 그 반찬.... 그 식판... 기억소환해줄 군대 반찬 레시피 [만개의레시피],2019-11-28,5447,6200,1,3,그때 그 그 반찬 그 식판 기 억 소환 해주다 군대 반찬
890,만개의레시피 10K Recipe ,356000000,Eng Sub) Rice Pizza l 피자도우가 없을 땐 밥도우로 만들어보는 밥피자 ★ [만개의레시피],2019-11-28,3979,6200,0,3,Rice Pizza 피자 도우 없다 땐 밥 도우 만들다 보다 밥 피자
891,만개의레시피 10K Recipe ,356000000,"찬바람 불 때 생각나는 엄마의 맛, 집밥감성 고추장찌개면 [만개의레시피]",2019-11-27,2033,2000,3,3,찬 바람 불 때 생각나다 엄마 맛 집밥 감성 고추장 찌개 면
892,만개의레시피 10K Recipe ,356000000,Eng Sub) spicy beef soup l 얼큰소고기뭇국 l 경상도식 얼큰한 소고기뭇국 ★ [만개의레시피],2019-11-27,3156,9400,1,3,spicy beef soup 얼 크다 소고기 뭇 국 경상도 식 얼큰하다 소고기 뭇 국
893,만개의레시피 10K Recipe ,356000000,입맛대로 골라 집에서 쉽게 만드는 떡볶이3종★,2019-11-27,1480,2700,0,3,입맛 대로 고르다 집 쉬 만들다 떡볶이 종
894,만개의레시피 10K Recipe ,356000000,11월이 떠나가기전에 만들어보는 11월 제철 레시피 [만개의레시피],2019-11-27,6178,6800,0,3,월 떠나가다 만들다 보다 월 제철
895,만개의레시피 10K Recipe ,356000000,Eng Sub) biscuits Burger l 비스퀵버거 l 단짠의 버거 ~! 비스퀵 위에 닭 튀김을 올린 레시피 ★ [만개의레시피],2019-11-26,1764,2900,0,3,biscuits Burger 비 스퀵 버거 단 짜다 버거 비 스퀵 위 닭 튀김 오다 리다
896,만개의레시피 10K Recipe ,356000000,해물찜과 소고기미역국으로 푸짐하게 먹는 오늘의식단 [만개의레시피],2019-11-26,2929,5600,1,3,해물찜 소고기 미역국 푸다 지다 먹다 오늘 식단
897,만개의레시피 10K Recipe ,356000000,Eng Sub)  Marinated Grilled Duck  l 제육볶음과는 또 다른 맛 ★ 오리랑 주물주물 오리주물럭 ★ [만개의레시피],2019-11-26,1046,2300,0,3,Marinated Grilled Duck 제 육 볶음 과는 또 다른 맛 오리 주물 주물 오리 주물 럭
898,만개의레시피 10K Recipe ,356000000,Eng Sub) pulled pork l 바베큐의 끝판왕 !!!! 풀드포크 & 드라이럽 ★ [만개의레시피],2019-11-26,1943,3200,2,3,pulled pork 바베큐 끝판 왕 풀드 포크 드라이 럽
899,만개의레시피 10K Recipe ,356000000,양파 초절임 비빔면으로 맛있게 건강을 지켜보세요★,2019-11-25,4371,6100,1,3,양파 초 절임 비빔면 건강 지켜보다
900,만개의레시피 10K Recipe ,356000000,Eng Sub ) sweet potato mini donuts l 고구마찹쌀미니도넛 l 고구마를 동글동글 고구마도넛으로 만드는 레시피★ [만개의레시피],2019-11-25,4640,12300,0,3,sweet potato mini donuts 고구마 찹쌀 미니 도넛 고구마 동글동글 고구마 도넛 만들다
901,만개의레시피 10K Recipe ,356000000,매콤한 국산 건고추로 만드는 매콤달콤 한입 닭강정★[만개의레시피],2019-11-25,1855,4300,0,3,매콤 국산 건고 추로 만들다 매콤 달콤 입 닭강정
902,만개의레시피 10K Recipe ,356000000,Eng Sub)  밥이랑 먹는 돈까스 !!! 빵이랑 먹는 돈까스 !!! 그냥 맛있는 돈까스 레시피ㅣ  Pork Cutlet Recipe  🔥 [만개의레시피],2019-11-25,4881,11400,1,3,밥 이랑 먹다 돈까스 빵 이랑 먹다 돈까스 그냥 돈까스 ㅣ Pork Cutlet Recipe
903,만개의레시피 10K Recipe ,356000000,Eng Sub) Braised Cutlassfish l 비린내의 끝판~! 갈치를 비린내 없이 ★ l 고구마줄기갈치조림 ★ [만개의레시피],2019-11-25,905,2000,0,3,Braised Cutlassfish 비리 끝판 갈치 비리 없이 고구마줄기 갈치 조림
904,만개의레시피 10K Recipe ,356000000,입맛 없을 때 딱이야~! 맛있게 매운 풋고추 김밥★[만개의레시피],2019-11-24,3531,6100,0,3,입맛 없다 때 딱이다 매다 풋 고추 김밥
905,만개의레시피 10K Recipe ,356000000,Eng Sub) Bulgogi l 쫄깃한 가래떡을 넣은 가래떡 불고기 ★ [만개의레시피],2019-11-24,2682,7900,1,3,Bulgogi 쫄깃 가래떡 넣다 가래떡 불고기
906,만개의레시피 10K Recipe ,356000000,Eng Sub) 북어포푸라기 l 한식자격증 실기 l 시험시간 20분 [만개의레시피],2019-11-24,1323,1800,0,3,북어 포 푸르다 한식 자격증 실기 시험 시간 분
907,만개의레시피 10K Recipe ,356000000,🔥 우리집은 김장을 안했지만 생각나는 보쌈과 어울리는 식단 오늘의 식단 🔥 [만개의레시피],2019-11-24,2527,4300,2,3,우리 집다 김장 안 생각나다 보쌈 어울리다 식단 오늘 식단
908,만개의레시피 10K Recipe ,356000000,Eng Sub) Chili sauce Samchi Gangjeong l 굽기 어려운 삼치를 에어프라이어로 구워 강정까지~! 칠리삼치강정 ★ [만개의레시피],2019-11-24,1295,1800,0,3,Chili sauce Samchi Gangjeong 굽다 어렵다 삼치 에어 프라이어 굽다 강정 까지 칠리 삼치 강정
909,만개의레시피 10K Recipe ,356000000,Eng Sub) Fried seaweed l 먹을때 왜 부각부각 소리가 나는거 같지?? ~! 김부각 Bugak (Gim-bugak)★ [만개의레시피],2019-11-23,2727,4200,0,3,Fried seaweed 먹다 때 왜 부각 부각 소리 나다 같다 김 부각 Bugak Gimbugak
910,만개의레시피 10K Recipe ,356000000,🔥 주말에는 중국요리지~! 중국집에 없는 메뉴 중화요리 BEST 12 🔥 [만개의레시피],2019-11-23,5186,8400,2,3,주말 에는 중국요리 지다 중국집 없다 메뉴 중화요리 BEST
911,만개의레시피 10K Recipe ,356000000,Eng Sub) roasted chestnuts l 군밤장수 안 부러운 에어프라이어 군밤 레시피 ★ [만개의레시피],2019-11-23,2000,3600,0,3,roasted chestnuts 군밤 장수 안 부럽다 에어 프라이어 군밤
912,만개의레시피 10K Recipe ,356000000,Eng Sub) dry Citrus peel & Citrus chip l 겨울이면 생각나 식품건조기로 만드는 향긋한 진피 & 귤칩 ㅣ 귤 껍질 말리기 ★ [만개의레시피],2019-11-22,2527,6300,1,3,dry Citrus peel Citrus chip 겨울 이면 생각나다 식품 건조기 만들다 향 긋다 진피 귤칩 ㅣ 귤 껍질 말리
913,만개의레시피 10K Recipe ,356000000,🔥 뜨끈뜨근한 국물이 필요한 계절~! 너무춥다고 대충 때워서는 안되요!! (단호) 국물레시피 🔥 [만개의레시피],2019-11-22,5960,10300,4,3,뜨다 끈 뜨다 근 국물 필요하다 계절 너무 춥다 고 대충 때우다 서다 안되다 단호 국물
914,만개의레시피 10K Recipe ,356000000,Eng Sub) octopus tripe shrimp l 낙곱새 l 추워지면 얼큰한 안주가 생각나~! 낙지랑새우랑곱창이랑 ★ [만개의레시피],2019-11-22,4591,8100,0,3,octopus tripe shrimp 낙곱새 추워지다 얼큰하다 안주 생각나다 낙지 새우 곱창 이랑
915,만개의레시피 10K Recipe ,356000000,Eng Sub) Almond Meatballs l 아몬드미트볼 l 고소한 아몬드소스와 호불호 없는 미트볼 ★ [만개의레시피],2019-11-21,1581,3300,1,3,Almond Meatballs 아몬드 미트볼 고소하다 아몬드 소스 호불호 없다 미트볼
916,만개의레시피 10K Recipe ,356000000,🔥 고갈비랑 어울리는 든든 + 속 편한 식단★오늘의식단 [만개의레시피],2019-11-21,2652,4000,1,3,고 갈비 어울리다 들다 속 편하다 식단 오늘 식단
917,만개의레시피 10K Recipe ,356000000,Eng Sub) Sausage bean sprouts noodle l 쏘콩면 l 오동동 우동과 오도독 핫바의 만남 콩나물은 덤 ★ [만개의레시피],2019-11-21,2204,4400,0,3,Sausage bean sprouts noodle 쏘다 콩 면 오동동 우동 오도독 핫바 만남 콩나물 덤
